From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
O00499	O00499	reviewed	BIN1_HUMAN	Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Box-dependent myc-interacting protein 1) (Bridging integrator 1)	BIN1 AMPHL	Homo sapiens (Human)	593
Q9H902	Q9H902	reviewed	REEP1_HUMAN	Receptor expression-enhancing protein 1 (Spastic paraplegia 31 protein)	REEP1 C2orf23 SPG31	Homo sapiens (Human)	201
P39687	P39687	reviewed	AN32A_HUMAN	Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (pp32) (Leucine-rich acidic nuclear protein) (LANP) (Mapmodulin) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A) (Putative HLA-DR-associated protein I) (PHAPI)	ANP32A C15orf1 LANP MAPM PHAP1	Homo sapiens (Human)	249
O95626	O95626	reviewed	AN32D_HUMAN	Acidic leucine-rich nuclear phosphoprotein 32 family member D (Phosphoprotein 32-related protein 2) (Tumorigenic protein pp32r2)	ANP32D PP32R2	Homo sapiens (Human)	131
Q9HCS5	Q9HCS5	reviewed	E41LA_HUMAN	Band 4.1-like protein 4A (Erythrocyte membrane protein band 4.1-like 4A) (Protein NBL4)	EPB41L4A EPB41L4	Homo sapiens (Human)	686
P14618	P14618	reviewed	KPYM_HUMAN	Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP) (Opa-interacting protein 3) (OIP-3) (Pyruvate kinase 2/3) (Pyruvate kinase muscle isozyme) (Threonine-protein kinase PKM2) (EC 2.7.11.1) (Thyroid hormone-binding protein 1) (THBP1) (Tumor M2-PK) (Tyrosine-protein kinase PKM2) (EC 2.7.10.2) (p58)	PKM OIP3 PK2 PK3 PKM2	Homo sapiens (Human)	531
Q29RF7	Q29RF7	reviewed	PDS5A_HUMAN	Sister chromatid cohesion protein PDS5 homolog A (Cell proliferation-inducing gene 54 protein) (Sister chromatid cohesion protein 112) (SCC-112)	PDS5A KIAA0648 PDS5 PIG54	Homo sapiens (Human)	1337
Q7Z460	Q7Z460	reviewed	CLAP1_HUMAN	CLIP-associating protein 1 (Cytoplasmic linker-associated protein 1) (Multiple asters homolog 1) (Protein Orbit homolog 1) (hOrbit1)	CLASP1 KIAA0622 MAST1	Homo sapiens (Human)	1538
P58546	P58546	reviewed	MTPN_HUMAN	Myotrophin (Protein V-1)	MTPN	Homo sapiens (Human)	118
P52756	P52756	reviewed	RBM5_HUMAN	RNA-binding protein 5 (Protein G15) (Putative tumor suppressor LUCA15) (RNA-binding motif protein 5) (Renal carcinoma antigen NY-REN-9)	RBM5 H37 LUCA15	Homo sapiens (Human)	815
Q04727	Q04727	reviewed	TLE4_HUMAN	Transducin-like enhancer protein 4 (Grg-4) (Groucho-related protein 4)	TLE4 GRG4 KIAA1261	Homo sapiens (Human)	773
Q96PU5	Q96PU5	reviewed	NED4L_HUMAN	E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (EC 2.3.2.36) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2)	NEDD4L KIAA0439 NEDL3	Homo sapiens (Human)	975
Q92785	Q92785	reviewed	REQU_HUMAN	Zinc finger protein ubi-d4 (Apoptosis response zinc finger protein) (BRG1-associated factor 45D) (BAF45D) (D4, zinc and double PHD fingers family 2) (Protein requiem)	DPF2 BAF45D REQ UBID4	Homo sapiens (Human)	391
P15056	P15056	reviewed	BRAF_HUMAN	Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1)	BRAF BRAF1 RAFB1	Homo sapiens (Human)	766
P98175	P98175	reviewed	RBM10_HUMAN	RNA-binding protein 10 (G patch domain-containing protein 9) (RNA-binding motif protein 10) (RNA-binding protein S1-1) (S1-1)	RBM10 DXS8237E GPATC9 GPATCH9 KIAA0122	Homo sapiens (Human)	930
Q9BQC3	Q9BQC3	reviewed	DPH2_HUMAN	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 (Diphthamide biosynthesis protein 2) (Diphtheria toxin resistance protein 2) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 2)	DPH2 DPH2L2	Homo sapiens (Human)	489
Q96A57	Q96A57	reviewed	TM230_HUMAN	Transmembrane protein 230	TMEM230 C20orf30 HSPC274 UNQ2432/PRO4992	Homo sapiens (Human)	120
Q8NFH8	Q8NFH8	reviewed	REPS2_HUMAN	RalBP1-associated Eps domain-containing protein 2 (Partner of RalBP1) (RalBP1-interacting protein 2)	REPS2 POB1	Homo sapiens (Human)	660
Q15696	Q15696	reviewed	U2AFM_HUMAN	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 (CCCH type zinc finger, RNA-binding motif and serine/arginine rich protein 2) (Renal carcinoma antigen NY-REN-20) (U2(RNU2) small nuclear RNA auxiliary factor 1-like 2) (U2AF35-related protein) (URP)	ZRSR2 U2AF1-RS2 U2AF1L2 U2AF1RS2 URP	Homo sapiens (Human)	482
O43633	O43633	reviewed	CHM2A_HUMAN	Charged multivesicular body protein 2a (Chromatin-modifying protein 2a) (CHMP2a) (Putative breast adenocarcinoma marker BC-2) (Vacuolar protein sorting-associated protein 2-1) (Vps2-1) (hVps2-1)	CHMP2A BC2 CHMP2	Homo sapiens (Human)	222
Q92466	Q92466	reviewed	DDB2_HUMAN	DNA damage-binding protein 2 (DDB p48 subunit) (DDBb) (Damage-specific DNA-binding protein 2) (UV-damaged DNA-binding protein 2) (UV-DDB 2)	DDB2	Homo sapiens (Human)	427
Q9UH99	Q9UH99	reviewed	SUN2_HUMAN	SUN domain-containing protein 2 (Protein unc-84 homolog B) (Rab5-interacting protein) (Rab5IP) (Sad1/unc-84 protein-like 2)	SUN2 FRIGG KIAA0668 RAB5IP UNC84B	Homo sapiens (Human)	717
Q03393	Q03393	reviewed	PTPS_HUMAN	6-pyruvoyl tetrahydrobiopterin synthase (PTP synthase) (PTPS) (EC 4.2.3.12)	PTS	Homo sapiens (Human)	145
Q8NI35	Q8NI35	reviewed	INADL_HUMAN	InaD-like protein (Inadl protein) (hINADL) (Channel-interacting PDZ domain-containing protein) (Pals1-associated tight junction protein) (Protein associated to tight junctions)	PATJ CIPP INADL	Homo sapiens (Human)	1801
O60264	O60264	reviewed	SMCA5_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5) (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (hSNF2H)	SMARCA5 SNF2H WCRF135	Homo sapiens (Human)	1052
O60269	O60269	reviewed	GRIN2_HUMAN	G protein-regulated inducer of neurite outgrowth 2 (GRIN2)	GPRIN2 KIAA0514	Homo sapiens (Human)	458
Q92688	Q92688	reviewed	AN32B_HUMAN	Acidic leucine-rich nuclear phosphoprotein 32 family member B (Acidic protein rich in leucines) (Putative HLA-DR-associated protein I-2) (PHAPI2) (Silver-stainable protein SSP29)	ANP32B APRIL PHAPI2	Homo sapiens (Human)	251
P22415	P22415	reviewed	USF1_HUMAN	Upstream stimulatory factor 1 (Class B basic helix-loop-helix protein 11) (bHLHb11) (Major late transcription factor 1)	USF1 BHLHB11 USF	Homo sapiens (Human)	310
Q15853	Q15853	reviewed	USF2_HUMAN	Upstream stimulatory factor 2 (Class B basic helix-loop-helix protein 12) (bHLHb12) (FOS-interacting protein) (FIP) (Major late transcription factor 2) (Upstream transcription factor 2)	USF2 BHLHB12	Homo sapiens (Human)	346
P43307	P43307	reviewed	SSRA_HUMAN	Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha)	SSR1 TRAPA PSEC0262	Homo sapiens (Human)	286
O00273	O00273	reviewed	DFFA_HUMAN	DNA fragmentation factor subunit alpha (DNA fragmentation factor 45 kDa subunit) (DFF-45) (Inhibitor of CAD) (ICAD)	DFFA DFF1 DFF45 H13	Homo sapiens (Human)	331
A8MVW0	A8MVW0	reviewed	F1712_HUMAN	Protein FAM171A2	FAM171A2	Homo sapiens (Human)	826
Q9BZZ5	Q9BZZ5	reviewed	API5_HUMAN	Apoptosis inhibitor 5 (API-5) (Antiapoptosis clone 11 protein) (AAC-11) (Cell migration-inducing gene 8 protein) (Fibroblast growth factor 2-interacting factor) (FIF) (Protein XAGL)	API5 MIG8	Homo sapiens (Human)	524
Q8WY36	Q8WY36	reviewed	BBX_HUMAN	HMG box transcription factor BBX (Bobby sox homolog) (HMG box-containing protein 2)	BBX HBP2	Homo sapiens (Human)	941
P56524	P56524	reviewed	HDAC4_HUMAN	Histone deacetylase 4 (HD4) (EC 3.5.1.98)	HDAC4 KIAA0288	Homo sapiens (Human)	1084
Q9H0B6	Q9H0B6	reviewed	KLC2_HUMAN	Kinesin light chain 2 (KLC 2)	KLC2	Homo sapiens (Human)	622
Q96CV9	Q96CV9	reviewed	OPTN_HUMAN	Optineurin (E3-14.7K-interacting protein) (FIP-2) (Huntingtin yeast partner L) (Huntingtin-interacting protein 7) (HIP-7) (Huntingtin-interacting protein L) (NEMO-related protein) (Optic neuropathy-inducing protein) (Transcription factor IIIA-interacting protein) (TFIIIA-IntP)	OPTN FIP2 GLC1E HIP7 HYPL NRP	Homo sapiens (Human)	577
Q9C040	Q9C040	reviewed	TRIM2_HUMAN	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING finger protein 86) (RING-type E3 ubiquitin transferase TRIM2)	TRIM2 KIAA0517 RNF86	Homo sapiens (Human)	744
Q7Z434	Q7Z434	reviewed	MAVS_HUMAN	Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA)	MAVS IPS1 KIAA1271 VISA	Homo sapiens (Human)	540
Q15059	Q15059	reviewed	BRD3_HUMAN	Bromodomain-containing protein 3 (RING3-like protein)	BRD3 KIAA0043 RING3L	Homo sapiens (Human)	726
Q13615	Q13615	reviewed	MTMR3_HUMAN	Myotubularin-related protein 3 (EC 3.1.3.48) (FYVE domain-containing dual specificity protein phosphatase 1) (FYVE-DSP1) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64) (Zinc finger FYVE domain-containing protein 10)	MTMR3 KIAA0371 ZFYVE10	Homo sapiens (Human)	1198
Q9UJ70	Q9UJ70	reviewed	NAGK_HUMAN	N-acetyl-D-glucosamine kinase (N-acetylglucosamine kinase) (EC 2.7.1.59) (GlcNAc kinase) (Muramyl dipeptide kinase) (EC 2.7.1.-) (N-acetyl-D-mannosamine kinase) (EC 2.7.1.60)	NAGK	Homo sapiens (Human)	344
Q8WXX5	Q8WXX5	reviewed	DNJC9_HUMAN	DnaJ homolog subfamily C member 9 (HDJC9) (DnaJ protein SB73)	DNAJC9	Homo sapiens (Human)	260
Q6QNY0	Q6QNY0	reviewed	BL1S3_HUMAN	Biogenesis of lysosome-related organelles complex 1 subunit 3 (BLOC-1 subunit 3)	BLOC1S3 BLOS3	Homo sapiens (Human)	202
Q9UMY4	Q9UMY4	reviewed	SNX12_HUMAN	Sorting nexin-12	SNX12	Homo sapiens (Human)	162
Q9UHD8	Q9UHD8	reviewed	SEPT9_HUMAN	Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1)	SEPTIN9 KIAA0991 MSF SEPT9	Homo sapiens (Human)	586
Q8TB72	Q8TB72	reviewed	PUM2_HUMAN	Pumilio homolog 2 (Pumilio-2)	PUM2 KIAA0235 PUMH2	Homo sapiens (Human)	1066
O14639	O14639	reviewed	ABLM1_HUMAN	Actin-binding LIM protein 1 (abLIM-1) (Actin-binding LIM protein family member 1) (Actin-binding double zinc finger protein) (LIMAB1) (Limatin)	ABLIM1 ABLIM KIAA0059 LIMAB1	Homo sapiens (Human)	778
Q7Z6Z7	Q7Z6Z7	reviewed	HUWE1_HUMAN	E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)	HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272	Homo sapiens (Human)	4374
Q9UMZ2	Q9UMZ2	reviewed	SYNRG_HUMAN	Synergin gamma (AP1 subunit gamma-binding protein 1) (Gamma-synergin)	SYNRG AP1GBP1 SYNG	Homo sapiens (Human)	1314
Q9Y2X3	Q9Y2X3	reviewed	NOP58_HUMAN	Nucleolar protein 58 (Nucleolar protein 5)	NOP58 NOL5 NOP5 HSPC120	Homo sapiens (Human)	529
Q7L8J4	Q7L8J4	reviewed	3BP5L_HUMAN	SH3 domain-binding protein 5-like (SH3BP-5-like)	SH3BP5L KIAA1720 UNQ2766/PRO7133	Homo sapiens (Human)	393
P18615	P18615	reviewed	NELFE_HUMAN	Negative elongation factor E (NELF-E) (RNA-binding protein RD)	NELFE RD RDBP	Homo sapiens (Human)	380
Q7L4I2	Q7L4I2	reviewed	RSRC2_HUMAN	Arginine/serine-rich coiled-coil protein 2	RSRC2	Homo sapiens (Human)	434
Q8N0Y7	Q8N0Y7	reviewed	PGAM4_HUMAN	Probable phosphoglycerate mutase 4 (EC 5.4.2.11) (EC 5.4.2.4)	PGAM4 PGAM3	Homo sapiens (Human)	254
P18669	P18669	reviewed	PGAM1_HUMAN	Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)	PGAM1 PGAMA CDABP0006	Homo sapiens (Human)	254
P52594	P52594	reviewed	AGFG1_HUMAN	Arf-GAP domain and FG repeat-containing protein 1 (HIV-1 Rev-binding protein) (Nucleoporin-like protein RIP) (Rev-interacting protein) (Rev/Rex activation domain-binding protein)	AGFG1 HRB RAB RIP	Homo sapiens (Human)	562
Q9UQL6	Q9UQL6	reviewed	HDAC5_HUMAN	Histone deacetylase 5 (HD5) (EC 3.5.1.98) (Antigen NY-CO-9)	HDAC5 KIAA0600	Homo sapiens (Human)	1122
Q9UKV0	Q9UKV0	reviewed	HDAC9_HUMAN	Histone deacetylase 9 (HD9) (EC 3.5.1.98) (Histone deacetylase 7B) (HD7) (HD7b) (Histone deacetylase-related protein) (MEF2-interacting transcription repressor MITR)	HDAC9 HDAC7 HDAC7B HDRP KIAA0744 MITR	Homo sapiens (Human)	1011
Q5XUX1	Q5XUX1	reviewed	FBXW9_HUMAN	F-box/WD repeat-containing protein 9 (F-box and WD-40 domain-containing protein 9)	FBXW9 FBW9	Homo sapiens (Human)	458
Q6Y7W6	Q6Y7W6	reviewed	GGYF2_HUMAN	GRB10-interacting GYF protein 2 (PERQ amino acid-rich with GYF domain-containing protein 2) (Trinucleotide repeat-containing gene 15 protein)	GIGYF2 KIAA0642 PERQ2 TNRC15	Homo sapiens (Human)	1299
P53999	P53999	reviewed	TCP4_HUMAN	Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (p14)	SUB1 PC4 RPO2TC1	Homo sapiens (Human)	127
Q96MM6	Q96MM6	reviewed	HS12B_HUMAN	Heat shock 70 kDa protein 12B	HSPA12B C20orf60	Homo sapiens (Human)	686
Q02818	Q02818	reviewed	NUCB1_HUMAN	Nucleobindin-1 (CALNUC)	NUCB1 NUC	Homo sapiens (Human)	461
Q8TF01	Q8TF01	reviewed	PNISR_HUMAN	Arginine/serine-rich protein PNISR (PNN-interacting serine/arginine-rich protein) (SR-related protein) (SR-rich protein) (Serine/arginine-rich-splicing regulatory protein 130) (SRrp130) (Splicing factor, arginine/serine-rich 130) (Splicing factor, arginine/serine-rich 18)	PNISR C6orf111 SFRS18 SRRP130 HSPC261 HSPC306	Homo sapiens (Human)	805
Q9BTK6	Q9BTK6	reviewed	PAGR1_HUMAN	PAXIP1-associated glutamate-rich protein 1 (Glutamate-rich coactivator interacting with SRC1) (GAS) (PAXIP1-associated protein 1) (PTIP-associated protein 1)	PAGR1 C16orf53 PA1	Homo sapiens (Human)	254
P13647	P13647	reviewed	K2C5_HUMAN	Keratin, type II cytoskeletal 5 (58 kDa cytokeratin) (Cytokeratin-5) (CK-5) (Keratin-5) (K5) (Type-II keratin Kb5)	KRT5	Homo sapiens (Human)	590
Q14789	Q14789	reviewed	GOGB1_HUMAN	Golgin subfamily B member 1 (372 kDa Golgi complex-associated protein) (GCP372) (Giantin) (Macrogolgin)	GOLGB1	Homo sapiens (Human)	3259
Q13796	Q13796	reviewed	SHRM2_HUMAN	Protein Shroom2 (Apical-like protein) (Protein APXL)	SHROOM2 APXL	Homo sapiens (Human)	1616
Q13206	Q13206	reviewed	DDX10_HUMAN	Probable ATP-dependent RNA helicase DDX10 (EC 3.6.4.13) (DEAD box protein 10)	DDX10	Homo sapiens (Human)	875
P06702	P06702	reviewed	S10A9_HUMAN	Protein S100-A9 (Calgranulin-B) (Calprotectin L1H subunit) (Leukocyte L1 complex heavy chain) (Migration inhibitory factor-related protein 14) (MRP-14) (p14) (S100 calcium-binding protein A9)	S100A9 CAGB CFAG MRP14	Homo sapiens (Human)	114
Q8WZ73	Q8WZ73	reviewed	RFFL_HUMAN	E3 ubiquitin-protein ligase rififylin (EC 2.3.2.27) (Caspase regulator CARP2) (Caspases-8 and -10-associated RING finger protein 2) (CARP-2) (FYVE-RING finger protein Sakura) (Fring) (RING finger and FYVE-like domain-containing protein 1) (RING finger protein 189) (RING finger protein 34-like) (RING-type E3 ubiquitin transferase rififylin)	RFFL RNF189 RNF34L	Homo sapiens (Human)	363
Q16539	Q16539	reviewed	MK14_HUMAN	Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a)	MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A	Homo sapiens (Human)	360
P50895	P50895	reviewed	BCAM_HUMAN	Basal cell adhesion molecule (Auberger B antigen) (B-CAM cell surface glycoprotein) (F8/G253 antigen) (Lutheran antigen) (Lutheran blood group glycoprotein) (CD antigen CD239)	BCAM LU MSK19	Homo sapiens (Human)	628
Q9NNX9	Q9NNX9	reviewed	VCX3_HUMAN	Variable charge X-linked protein 3 (Variable charge protein on X with eight repeats) (VCX-8r) (Variably charged protein X-A) (VCX-A)	VCX3A VCX3 VCX8R VCXA	Homo sapiens (Human)	186
Q9H320	Q9H320	reviewed	VCX1_HUMAN	Variable charge X-linked protein 1 (Variable charge protein on X with ten repeats) (VCX-10r) (Variably charged protein X-B1) (VCX-B1)	VCX VCX1 VCX10R VCXB1	Homo sapiens (Human)	206
Q9H321	Q9H321	reviewed	VCX3B_HUMAN	Variable charge X-linked protein 3B (Variably charged protein X-C) (VCX-C)	VCX3B VCXC	Homo sapiens (Human)	246
Q9H322	Q9H322	reviewed	VCX2_HUMAN	Variable charge X-linked protein 2 (Variable charge protein on X with two repeats) (VCX-2r) (Variably charged protein X-B) (VCX-B)	VCX2 VCX2R VCXB	Homo sapiens (Human)	139
O14974	O14974	reviewed	MYPT1_HUMAN	Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1) (Protein phosphatase myosin-binding subunit)	PPP1R12A MBS MYPT1	Homo sapiens (Human)	1030
Q86U86	Q86U86	reviewed	PB1_HUMAN	Protein polybromo-1 (hPB1) (BRG1-associated factor 180) (BAF180) (Polybromo-1D)	PBRM1 BAF180 PB1	Homo sapiens (Human)	1689
Q96JY6	Q96JY6	reviewed	PDLI2_HUMAN	PDZ and LIM domain protein 2 (PDZ-LIM protein mystique)	PDLIM2 PP6345	Homo sapiens (Human)	352
Q06210	Q06210	reviewed	GFPT1_HUMAN	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1)	GFPT1 GFAT GFPT	Homo sapiens (Human)	699
Q15084	Q15084	reviewed	PDIA6_HUMAN	Protein disulfide-isomerase A6 (EC 5.3.4.1) (Endoplasmic reticulum protein 5) (ER protein 5) (ERp5) (Protein disulfide isomerase P5) (Thioredoxin domain-containing protein 7)	PDIA6 ERP5 P5 TXNDC7	Homo sapiens (Human)	440
Q9Y3Q8	Q9Y3Q8	reviewed	T22D4_HUMAN	TSC22 domain family protein 4 (TSC22-related-inducible leucine zipper protein 2)	TSC22D4 THG1 THG1-PIT	Homo sapiens (Human)	395
Q6PK04	Q6PK04	reviewed	CC137_HUMAN	Coiled-coil domain-containing protein 137	CCDC137 cPERP-B	Homo sapiens (Human)	289
Q7Z2D5	Q7Z2D5	reviewed	PLPR4_HUMAN	Phospholipid phosphatase-related protein type 4 (Brain-specific phosphatidic acid phosphatase-like protein 1) (Inactive 2-lysophosphatidate phosphatase PLPPR4) (Lipid phosphate phosphatase-related protein type 4) (Plasticity-related gene 1 protein) (PRG-1)	PLPPR4 KIAA0455 LPPR4 PHP1 PRG1	Homo sapiens (Human)	763
Q92854	Q92854	reviewed	SEM4D_HUMAN	Semaphorin-4D (A8) (BB18) (GR3) (CD antigen CD100)	SEMA4D C9orf164 CD100 SEMAJ	Homo sapiens (Human)	862
Q96JN8	Q96JN8	reviewed	NEUL4_HUMAN	Neuralized-like protein 4	NEURL4 KIAA1787	Homo sapiens (Human)	1562
P05412	P05412	reviewed	JUN_HUMAN	Transcription factor Jun (Activator protein 1) (AP1) (Proto-oncogene c-Jun) (Transcription factor AP-1 subunit Jun) (V-jun avian sarcoma virus 17 oncogene homolog) (p39)	JUN	Homo sapiens (Human)	331
Q9ULT8	Q9ULT8	reviewed	HECD1_HUMAN	E3 ubiquitin-protein ligase HECTD1 (EC 2.3.2.26) (E3 ligase for inhibin receptor) (EULIR) (HECT domain-containing protein 1)	HECTD1 KIAA1131	Homo sapiens (Human)	2610
Q9NPG1	Q9NPG1	reviewed	FZD3_HUMAN	Frizzled-3 (Fz-3) (hFz3)	FZD3	Homo sapiens (Human)	666
P0DPB5	P0DPB5	reviewed	RPC22_HUMAN	Protein POLR1D, isoform 2	POLR1D	Homo sapiens (Human)	122
Q6P4R8	Q6P4R8	reviewed	NFRKB_HUMAN	Nuclear factor related to kappa-B-binding protein (DNA-binding protein R kappa-B) (INO80 complex subunit G)	NFRKB INO80G	Homo sapiens (Human)	1299
Q8IVT2	Q8IVT2	reviewed	MISP_HUMAN	Mitotic interactor and substrate of PLK1 (Mitotic spindle positioning protein)	MISP C19orf21	Homo sapiens (Human)	679
Q6NXT1	Q6NXT1	reviewed	ANR54_HUMAN	Ankyrin repeat domain-containing protein 54 (Lyn-interacting ankyrin repeat protein)	ANKRD54 LIAR	Homo sapiens (Human)	300
O60268	O60268	reviewed	K0513_HUMAN	Uncharacterized protein KIAA0513	KIAA0513	Homo sapiens (Human)	411
P04049	P04049	reviewed	RAF1_HUMAN	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Proto-oncogene c-RAF) (cRaf) (Raf-1)	RAF1 RAF	Homo sapiens (Human)	648
P10398	P10398	reviewed	ARAF_HUMAN	Serine/threonine-protein kinase A-Raf (EC 2.7.11.1) (Proto-oncogene A-Raf) (Proto-oncogene A-Raf-1) (Proto-oncogene Pks)	ARAF ARAF1 PKS PKS2	Homo sapiens (Human)	606
P13716	P13716	reviewed	HEM2_HUMAN	Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	ALAD	Homo sapiens (Human)	330
Q5T4S7	Q5T4S7	reviewed	UBR4_HUMAN	E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (600 kDa retinoblastoma protein-associated factor) (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Retinoblastoma-associated factor of 600 kDa) (RBAF600) (p600) (Zinc finger UBR1-type protein 1)	UBR4 KIAA0462 KIAA1307 RBAF600 ZUBR1	Homo sapiens (Human)	5183
Q9UBW5	Q9UBW5	reviewed	BIN2_HUMAN	Bridging integrator 2 (Breast cancer-associated protein 1)	BIN2 BRAP1	Homo sapiens (Human)	565
P17480	P17480	reviewed	UBF1_HUMAN	Nucleolar transcription factor 1 (Autoantigen NOR-90) (Upstream-binding factor 1) (UBF-1)	UBTF UBF UBF1	Homo sapiens (Human)	764
Q00537	Q00537	reviewed	CDK17_HUMAN	Cyclin-dependent kinase 17 (EC 2.7.11.22) (Cell division protein kinase 17) (PCTAIRE-motif protein kinase 2) (Serine/threonine-protein kinase PCTAIRE-2)	CDK17 PCTAIRE2 PCTK2	Homo sapiens (Human)	523
Q00536	Q00536	reviewed	CDK16_HUMAN	Cyclin-dependent kinase 16 (EC 2.7.11.22) (Cell division protein kinase 16) (PCTAIRE-motif protein kinase 1) (Serine/threonine-protein kinase PCTAIRE-1)	CDK16 PCTAIRE1 PCTK1	Homo sapiens (Human)	496
Q9P2T1	Q9P2T1	reviewed	GMPR2_HUMAN	GMP reductase 2 (GMPR 2) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 2) (Guanosine monophosphate reductase 2)	GMPR2	Homo sapiens (Human)	348
Q86Y82	Q86Y82	reviewed	STX12_HUMAN	Syntaxin-12	STX12	Homo sapiens (Human)	276
Q9ULU4	Q9ULU4	reviewed	ZMYD8_HUMAN	MYND-type zinc finger-containing chromatin reader ZMYND8 (Cutaneous T-cell lymphoma-associated antigen se14-3) (CTCL-associated antigen se14-3) (Protein kinase C-binding protein 1) (Rack7) (Transcription coregulator ZMYND8) (Zinc finger MYND domain-containing protein 8)	ZMYND8 KIAA1125 PRKCBP1 RACK7	Homo sapiens (Human)	1186
P05783	P05783	reviewed	K1C18_HUMAN	Keratin, type I cytoskeletal 18 (Cell proliferation-inducing gene 46 protein) (Cytokeratin-18) (CK-18) (Keratin-18) (K18)	KRT18 CYK18 PIG46	Homo sapiens (Human)	430
Q9BYW1	Q9BYW1	reviewed	GTR11_HUMAN	Solute carrier family 2, facilitated glucose transporter member 11 (Glucose transporter type 11) (GLUT-11)	SLC2A11 GLUT11	Homo sapiens (Human)	496
P35251	P35251	reviewed	RFC1_HUMAN	Replication factor C subunit 1 (Activator 1 140 kDa subunit) (A1 140 kDa subunit) (Activator 1 large subunit) (Activator 1 subunit 1) (DNA-binding protein PO-GA) (Replication factor C 140 kDa subunit) (RF-C 140 kDa subunit) (RFC140) (Replication factor C large subunit)	RFC1 RFC140	Homo sapiens (Human)	1148
Q9Y618	Q9Y618	reviewed	NCOR2_HUMAN	Nuclear receptor corepressor 2 (N-CoR2) (CTG repeat protein 26) (SMAP270) (Silencing mediator of retinoic acid and thyroid hormone receptor) (SMRT) (T3 receptor-associating factor) (TRAC) (Thyroid-, retinoic-acid-receptor-associated corepressor)	NCOR2 CTG26	Homo sapiens (Human)	2514
