From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q99985	Q99985	reviewed	SEM3C_HUMAN	Semaphorin-3C (Semaphorin-E) (Sema E)	SEMA3C SEMAE	Homo sapiens (Human)	751
Q8TB61	Q8TB61	reviewed	S35B2_HUMAN	Adenosine 3'-phospho 5'-phosphosulfate transporter 1 (PAPS transporter 1) (Putative MAPK-activating protein PM15) (Putative NF-kappa-B-activating protein 48) (Solute carrier family 35 member B2)	SLC35B2 PAPST1 PSEC0149	Homo sapiens (Human)	432
Q12972	Q12972	reviewed	PP1R8_HUMAN	Nuclear inhibitor of protein phosphatase 1 (NIPP-1) (Protein phosphatase 1 regulatory inhibitor subunit 8) [Includes: Activator of RNA decay (EC 3.1.4.-) (ARD-1)]	PPP1R8 ARD1 NIPP1	Homo sapiens (Human)	351
Q86TI2	Q86TI2	reviewed	DPP9_HUMAN	Dipeptidyl peptidase 9 (DP9) (EC 3.4.14.5) (Dipeptidyl peptidase IV-related protein 2) (DPRP-2) (Dipeptidyl peptidase IX) (DPP IX) (Dipeptidyl peptidase-like protein 9) (DPLP9)	DPP9 DPRP2	Homo sapiens (Human)	863
P62837	P62837	reviewed	UB2D2_HUMAN	Ubiquitin-conjugating enzyme E2 D2 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D2) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D2) (Ubiquitin carrier protein D2) (Ubiquitin-conjugating enzyme E2(17)KB 2) (Ubiquitin-conjugating enzyme E2-17 kDa 2) (Ubiquitin-protein ligase D2) (p53-regulated ubiquitin-conjugating enzyme 1)	UBE2D2 PUBC1 UBC4 UBC5B UBCH4 UBCH5B	Homo sapiens (Human)	147
Q9Y295	Q9Y295	reviewed	DRG1_HUMAN	Developmentally-regulated GTP-binding protein 1 (DRG-1) (Neural precursor cell expressed developmentally down-regulated protein 3) (NEDD-3) (Translation factor GTPase DRG1) (TRAFAC GTPase DRG1) (EC 3.6.5.-)	DRG1 NEDD3	Homo sapiens (Human)	367
Q14258	Q14258	reviewed	TRI25_HUMAN	E3 ubiquitin/ISG15 ligase TRIM25 (EC 6.3.2.n3) (Estrogen-responsive finger protein) (RING finger protein 147) (RING-type E3 ubiquitin transferase) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM25) (Tripartite motif-containing protein 25) (Ubiquitin/ISG15-conjugating enzyme TRIM25) (Zinc finger protein 147)	TRIM25 EFP RNF147 ZNF147	Homo sapiens (Human)	630
A4D1T9	A4D1T9	reviewed	PRS37_HUMAN	Probable inactive serine protease 37 (Probable inactive trypsin-X2)	PRSS37 TRYX2	Homo sapiens (Human)	235
Q13084	Q13084	reviewed	RM28_HUMAN	Large ribosomal subunit protein bL28m (39S ribosomal protein L28, mitochondrial) (L28mt) (MRP-L28) (Melanoma antigen p15) (Melanoma-associated antigen recognized by T-lymphocytes)	MRPL28 MAAT1	Homo sapiens (Human)	256
P12036	P12036	reviewed	NFH_HUMAN	Neurofilament heavy polypeptide (NF-H) (200 kDa neurofilament protein) (Neurofilament triplet H protein)	NEFH KIAA0845 NFH	Homo sapiens (Human)	1026
P01189	P01189	reviewed	COLI_HUMAN	Pro-opiomelanocortin (POMC) (Corticotropin-lipotropin) [Cleaved into: NPP; Melanotropin gamma (Gamma-MSH); Potential peptide; Corticotropin (Adrenocorticotropic hormone) (ACTH); Melanocyte-stimulating hormone alpha (Alpha-MSH) (Melanotropin alpha); Corticotropin-like intermediary peptide (CLIP); Lipotropin beta (Beta-LPH); Lipotropin gamma (Gamma-LPH); Melanocyte-stimulating hormone beta (Beta-MSH) (Melanotropin beta); Beta-endorphin; Met-enkephalin]	POMC	Homo sapiens (Human)	267
Q9H307	Q9H307	reviewed	PININ_HUMAN	Pinin (140 kDa nuclear and cell adhesion-related phosphoprotein) (Desmosome-associated protein) (Domain-rich serine protein) (DRS protein) (DRSP) (Melanoma metastasis clone A protein) (Nuclear protein SDK3) (SR-like protein)	PNN DRS MEMA	Homo sapiens (Human)	717
Q9UDY4	Q9UDY4	reviewed	DNJB4_HUMAN	DnaJ homolog subfamily B member 4 (Heat shock 40 kDa protein 1 homolog) (HSP40 homolog) (Heat shock protein 40 homolog) (Human liver DnaJ-like protein)	DNAJB4 DNAJW HLJ1	Homo sapiens (Human)	337
Q96BQ5	Q96BQ5	reviewed	CC127_HUMAN	Coiled-coil domain-containing protein 127	CCDC127	Homo sapiens (Human)	260
Q02252	Q02252	reviewed	MMSA_HUMAN	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial (MMSDH) (Malonate-semialdehyde dehydrogenase [acylating]) (EC 1.2.1.18) (EC 1.2.1.27) (Aldehyde dehydrogenase family 6 member A1)	ALDH6A1 MMSDH	Homo sapiens (Human)	535
Q99442	Q99442	reviewed	SEC62_HUMAN	Translocation protein SEC62 (Translocation protein 1) (TP-1) (hTP-1)	SEC62 TLOC1	Homo sapiens (Human)	399
Q12904	Q12904	reviewed	AIMP1_HUMAN	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)]	AIMP1 EMAP2 SCYE1	Homo sapiens (Human)	312
Q96GA7	Q96GA7	reviewed	SDSL_HUMAN	Serine dehydratase-like (L-serine deaminase) (L-serine dehydratase/L-threonine deaminase) (L-threonine dehydratase) (TDH) (EC 4.3.1.19) (Serine dehydratase 2) (SDH 2) (EC 4.3.1.17)	SDSL	Homo sapiens (Human)	329
P27707	P27707	reviewed	DCK_HUMAN	Deoxycytidine kinase (dCK) (EC 2.7.1.74) (Deoxyadenosine kinase) (EC 2.7.1.76) (Deoxyguanosine kinase) (EC 2.7.1.113)	DCK	Homo sapiens (Human)	260
Q08495	Q08495	reviewed	DEMA_HUMAN	Dematin (Dematin actin-binding protein) (Erythrocyte membrane protein band 4.9)	DMTN DMT EPB49	Homo sapiens (Human)	405
Q3ZCQ8	Q3ZCQ8	reviewed	TIM50_HUMAN	Mitochondrial import inner membrane translocase subunit TIM50	TIMM50 TIM50 PRO1512	Homo sapiens (Human)	353
P34932	P34932	reviewed	HSP74_HUMAN	Heat shock 70 kDa protein 4 (HSP70RY) (Heat shock 70-related protein APG-2)	HSPA4 APG2	Homo sapiens (Human)	840
P53778	P53778	reviewed	MK12_HUMAN	Mitogen-activated protein kinase 12 (MAP kinase 12) (MAPK 12) (EC 2.7.11.24) (Extracellular signal-regulated kinase 6) (ERK-6) (Mitogen-activated protein kinase p38 gamma) (MAP kinase p38 gamma) (Stress-activated protein kinase 3)	MAPK12 ERK6 SAPK3	Homo sapiens (Human)	367
Q5SRE7	Q5SRE7	reviewed	PHYD1_HUMAN	Phytanoyl-CoA dioxygenase domain-containing protein 1 (Protein PHYHD1) (EC 1.14.11.-)	PHYHD1	Homo sapiens (Human)	291
Q4V9L6	Q4V9L6	reviewed	TM119_HUMAN	Transmembrane protein 119 (Osteoblast induction factor) (OBIF)	TMEM119 PSEC0199 UNQ731/PRO1415	Homo sapiens (Human)	283
P43243	P43243	reviewed	MATR3_HUMAN	Matrin-3	MATR3 KIAA0723	Homo sapiens (Human)	847
Q9H0F7	Q9H0F7	reviewed	ARL6_HUMAN	ADP-ribosylation factor-like protein 6 (Bardet-Biedl syndrome 3 protein)	ARL6 BBS3	Homo sapiens (Human)	186
P01033	P01033	reviewed	TIMP1_HUMAN	Metalloproteinase inhibitor 1 (Erythroid-potentiating activity) (EPA) (Fibroblast collagenase inhibitor) (Collagenase inhibitor) (Tissue inhibitor of metalloproteinases 1) (TIMP-1)	TIMP1 CLGI TIMP	Homo sapiens (Human)	207
Q9NX08	Q9NX08	reviewed	COMD8_HUMAN	COMM domain-containing protein 8	COMMD8 MDS022	Homo sapiens (Human)	183
P36404	P36404	reviewed	ARL2_HUMAN	ADP-ribosylation factor-like protein 2	ARL2	Homo sapiens (Human)	184
Q16623	Q16623	reviewed	STX1A_HUMAN	Syntaxin-1A (Neuron-specific antigen HPC-1)	STX1A STX1	Homo sapiens (Human)	288
Q8IWB1	Q8IWB1	reviewed	IPRI_HUMAN	Inositol 1,4,5-trisphosphate receptor-interacting protein (Protein DANGER)	ITPRIP DANGER KIAA1754	Homo sapiens (Human)	547
Q96KP1	Q96KP1	reviewed	EXOC2_HUMAN	Exocyst complex component 2 (Exocyst complex component Sec5)	EXOC2 SEC5 SEC5L1	Homo sapiens (Human)	924
Q9Y224	Q9Y224	reviewed	RTRAF_HUMAN	RNA transcription, translation and transport factor protein (CLE7 homolog) (CLE) (hCLE)	RTRAF C14orf166 CGI-99	Homo sapiens (Human)	244
Q96MX6	Q96MX6	reviewed	DAA10_HUMAN	Dynein axonemal assembly factor 10 (WD repeat-containing protein 92) (WD repeat-containing protein Monad)	DNAAF10 WDR92	Homo sapiens (Human)	357
P42338	P42338	reviewed	PK3CB_HUMAN	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta) (PtdIns-3-kinase subunit p110-beta) (p110beta) (Serine/threonine protein kinase PIK3CB) (EC 2.7.11.1)	PIK3CB PIK3C1	Homo sapiens (Human)	1070
P09972	P09972	reviewed	ALDOC_HUMAN	Fructose-bisphosphate aldolase C (EC 4.1.2.13) (Brain-type aldolase)	ALDOC ALDC	Homo sapiens (Human)	364
O00151	O00151	reviewed	PDLI1_HUMAN	PDZ and LIM domain protein 1 (C-terminal LIM domain protein 1) (Elfin) (LIM domain protein CLP-36)	PDLIM1 CLIM1 CLP36	Homo sapiens (Human)	329
Q5UCC4	Q5UCC4	reviewed	EMC10_HUMAN	ER membrane protein complex subunit 10 (Hematopoietic signal peptide-containing membrane domain-containing protein 1)	EMC10 C19orf63 INM02 UNQ764/PRO1556	Homo sapiens (Human)	262
Q9HAU5	Q9HAU5	reviewed	RENT2_HUMAN	Regulator of nonsense transcripts 2 (Up-frameshift suppressor 2 homolog) (hUpf2)	UPF2 KIAA1408 RENT2	Homo sapiens (Human)	1272
Q9UBT7	Q9UBT7	reviewed	CTNL1_HUMAN	Alpha-catulin (Alpha-catenin-related protein) (ACRP) (Catenin alpha-like protein 1)	CTNNAL1	Homo sapiens (Human)	734
Q63HR2	Q63HR2	reviewed	TENS2_HUMAN	Tensin-2 (EC 3.1.3.48) (C1 domain-containing phosphatase and tensin homolog) (C1-TEN) (Tensin-like C1 domain-containing phosphatase)	TNS2 KIAA1075 TENC1	Homo sapiens (Human)	1409
P05387	P05387	reviewed	RLA2_HUMAN	Large ribosomal subunit protein P2 (60S acidic ribosomal protein P2) (Renal carcinoma antigen NY-REN-44)	RPLP2 D11S2243E RPP2	Homo sapiens (Human)	115
Q9NQC7	Q9NQC7	reviewed	CYLD_HUMAN	Ubiquitin carboxyl-terminal hydrolase CYLD (EC 3.4.19.12) (Deubiquitinating enzyme CYLD) (Ubiquitin thioesterase CYLD) (Ubiquitin-specific-processing protease CYLD)	CYLD CYLD1 KIAA0849 HSPC057	Homo sapiens (Human)	956
Q9NRG7	Q9NRG7	reviewed	D39U1_HUMAN	Epimerase family protein SDR39U1 (EC 1.1.1.-) (Short-chain dehydrogenase/reductase family 39U member 1)	SDR39U1 C14orf124 HCDI	Homo sapiens (Human)	293
Q14112	Q14112	reviewed	NID2_HUMAN	Nidogen-2 (NID-2) (Osteonidogen)	NID2	Homo sapiens (Human)	1375
P54136	P54136	reviewed	SYRC_HUMAN	Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	RARS1 RARS	Homo sapiens (Human)	660
Q92538	Q92538	reviewed	GBF1_HUMAN	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (BFA-resistant GEF 1)	GBF1 KIAA0248	Homo sapiens (Human)	1859
Q9H6Y2	Q9H6Y2	reviewed	WDR55_HUMAN	WD repeat-containing protein 55	WDR55	Homo sapiens (Human)	383
Q5T1M5	Q5T1M5	reviewed	FKB15_HUMAN	FK506-binding protein 15 (FKBP-15) (133 kDa FK506-binding protein) (133 kDa FKBP) (FKBP-133) (WASP- and FKBP-like protein) (WAFL)	FKBP15 KIAA0674	Homo sapiens (Human)	1219
Q9H0W5	Q9H0W5	reviewed	CCDC8_HUMAN	Coiled-coil domain-containing protein 8	CCDC8	Homo sapiens (Human)	538
P53618	P53618	reviewed	COPB_HUMAN	Coatomer subunit beta (Beta-coat protein) (Beta-COP)	COPB1 COPB MSTP026	Homo sapiens (Human)	953
Q9H4Z3	Q9H4Z3	reviewed	CAPAM_HUMAN	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase (EC 2.1.1.62) (Cap-specific adenosine methyltransferase) (CAPAM) (hCAPAM) (Phosphorylated CTD-interacting factor 1) (hPCIF1) (Protein phosphatase 1 regulatory subunit 121)	PCIF1 C20orf67 CAPAM PPP1R121	Homo sapiens (Human)	704
Q9UGT4	Q9UGT4	reviewed	SUSD2_HUMAN	Sushi domain-containing protein 2	SUSD2	Homo sapiens (Human)	822
P46777	P46777	reviewed	RL5_HUMAN	Large ribosomal subunit protein uL18 (60S ribosomal protein L5)	RPL5 MSTP030	Homo sapiens (Human)	297
P35221	P35221	reviewed	CTNA1_HUMAN	Catenin alpha-1 (Alpha E-catenin) (Cadherin-associated protein) (Renal carcinoma antigen NY-REN-13)	CTNNA1	Homo sapiens (Human)	906
Q02809	Q02809	reviewed	PLOD1_HUMAN	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)	PLOD1 LLH PLOD	Homo sapiens (Human)	727
O95219	O95219	reviewed	SNX4_HUMAN	Sorting nexin-4	SNX4	Homo sapiens (Human)	450
Q99933	Q99933	reviewed	BAG1_HUMAN	BAG family molecular chaperone regulator 1 (BAG-1) (Bcl-2-associated athanogene 1)	BAG1 HAP	Homo sapiens (Human)	345
Q9NVH0	Q9NVH0	reviewed	EXD2_HUMAN	Exonuclease 3'-5' domain-containing protein 2 (EC 3.1.11.1) (3'-5' exoribonuclease EXD2) (EC 3.1.13.-) (Exonuclease 3'-5' domain-like-containing protein 2)	EXD2 C14orf114 EXDL2	Homo sapiens (Human)	621
O15371	O15371	reviewed	EIF3D_HUMAN	Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta) (eIF3 p66)	EIF3D EIF3S7	Homo sapiens (Human)	548
P07437	P07437	reviewed	TBB5_HUMAN	Tubulin beta chain (Tubulin beta-5 chain)	TUBB TUBB5 OK/SW-cl.56	Homo sapiens (Human)	444
P40937	P40937	reviewed	RFC5_HUMAN	Replication factor C subunit 5 (Activator 1 36 kDa subunit) (A1 36 kDa subunit) (Activator 1 subunit 5) (Replication factor C 36 kDa subunit) (RF-C 36 kDa subunit) (RFC36)	RFC5	Homo sapiens (Human)	340
O96005	O96005	reviewed	CLPT1_HUMAN	Putative lipid scramblase CLPTM1 (Cleft lip and palate transmembrane protein 1)	CLPTM1	Homo sapiens (Human)	669
O94811	O94811	reviewed	TPPP_HUMAN	Tubulin polymerization-promoting protein (TPPP) (EC 3.6.5.-) (25 kDa brain-specific protein) (TPPP/p25) (p24) (p25-alpha)	TPPP TPPP1	Homo sapiens (Human)	219
Q9BQ49	Q9BQ49	reviewed	SMIM7_HUMAN	Small integral membrane protein 7	SMIM7 C19orf42	Homo sapiens (Human)	75
P34913	P34913	reviewed	HYES_HUMAN	Bifunctional epoxide hydrolase 2 [Includes: Cytosolic epoxide hydrolase 2 (CEH) (EC 3.3.2.10) (Epoxide hydratase) (Soluble epoxide hydrolase) (SEH); Lipid-phosphate phosphatase (EC 3.1.3.76)]	EPHX2	Homo sapiens (Human)	555
Q8TC07	Q8TC07	reviewed	TBC15_HUMAN	TBC1 domain family member 15 (GTPase-activating protein RAB7) (GAP for RAB7) (Rab7-GAP)	TBC1D15	Homo sapiens (Human)	691
Q5VTR2	Q5VTR2	reviewed	BRE1A_HUMAN	E3 ubiquitin-protein ligase BRE1A (BRE1-A) (hBRE1) (EC 2.3.2.27) (RING finger protein 20) (RING-type E3 ubiquitin transferase BRE1A)	RNF20 BRE1A	Homo sapiens (Human)	975
Q9Y6R7	Q9Y6R7	reviewed	FCGBP_HUMAN	IgGFc-binding protein (Fcgamma-binding protein antigen) (FcgammaBP)	FCGBP	Homo sapiens (Human)	5405
P15259	P15259	reviewed	PGAM2_HUMAN	Phosphoglycerate mutase 2 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 2) (Muscle-specific phosphoglycerate mutase) (Phosphoglycerate mutase isozyme M) (PGAM-M)	PGAM2 PGAMM	Homo sapiens (Human)	253
Q02790	Q02790	reviewed	FKBP4_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (51 kDa FK506-binding protein) (FKBP51) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]	FKBP4 FKBP52	Homo sapiens (Human)	459
Q9NZ53	Q9NZ53	reviewed	PDXL2_HUMAN	Podocalyxin-like protein 2 (Endoglycan)	PODXL2 UNQ1861/PRO3742	Homo sapiens (Human)	605
Q8WXF7	Q8WXF7	reviewed	ATLA1_HUMAN	Atlastin-1 (EC 3.6.5.-) (Brain-specific GTP-binding protein) (GTP-binding protein 3) (GBP-3) (hGBP3) (Guanine nucleotide-binding protein 3) (Spastic paraplegia 3 protein A)	ATL1 GBP3 SPG3A	Homo sapiens (Human)	558
O00584	O00584	reviewed	RNT2_HUMAN	Ribonuclease T2 (EC 4.6.1.19) (Ribonuclease 6)	RNASET2 RNASE6PL	Homo sapiens (Human)	256
P34949	P34949	reviewed	MPI_HUMAN	Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI)	MPI PMI1	Homo sapiens (Human)	423
Q01650	Q01650	reviewed	LAT1_HUMAN	Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (CD98 light chain) (Integral membrane protein E16) (E16) (L-type amino acid transporter 1) (hLAT1) (Solute carrier family 7 member 5) (y+ system cationic amino acid transporter)	SLC7A5 CD98LC LAT1 MPE16	Homo sapiens (Human)	507
Q86XZ4	Q86XZ4	reviewed	SPAS2_HUMAN	Spermatogenesis-associated serine-rich protein 2 (Serine-rich spermatocytes and round spermatid 59 kDa protein) (p59scr)	SPATS2 SCR59 SPATA10 Nbla00526	Homo sapiens (Human)	545
Q8NI27	Q8NI27	reviewed	THOC2_HUMAN	THO complex subunit 2 (Tho2) (hTREX120)	THOC2 CXorf3	Homo sapiens (Human)	1593
P61956	P61956	reviewed	SUMO2_HUMAN	Small ubiquitin-related modifier 2 (SUMO-2) (HSMT3) (SMT3 homolog 2) (SUMO-3) (Sentrin-2) (Ubiquitin-like protein SMT3B) (Smt3B)	SUMO2 SMT3B SMT3H2	Homo sapiens (Human)	95
Q9UN86	Q9UN86	reviewed	G3BP2_HUMAN	Ras GTPase-activating protein-binding protein 2 (G3BP-2) (GAP SH3 domain-binding protein 2)	G3BP2 KIAA0660	Homo sapiens (Human)	482
P33176	P33176	reviewed	KINH_HUMAN	Kinesin-1 heavy chain (Conventional kinesin heavy chain) (Ubiquitous kinesin heavy chain) (UKHC)	KIF5B KNS KNS1	Homo sapiens (Human)	963
Q9BSD7	Q9BSD7	reviewed	NTPCR_HUMAN	Cancer-related nucleoside-triphosphatase (NTPase) (EC 3.6.1.15) (Nucleoside triphosphate phosphohydrolase)	NTPCR C1orf57	Homo sapiens (Human)	190
Q96MU7	Q96MU7	reviewed	YTDC1_HUMAN	YTH domain-containing protein 1 (Splicing factor YT521) (YT521-B)	YTHDC1 KIAA1966 YT521	Homo sapiens (Human)	727
P49354	P49354	reviewed	FNTA_HUMAN	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha)	FNTA	Homo sapiens (Human)	379
P27635	P27635	reviewed	RL10_HUMAN	Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (Laminin receptor homolog) (Protein QM) (Ribosomal protein L10) (Tumor suppressor QM)	RPL10 DXS648E QM	Homo sapiens (Human)	214
Q8N6N7	Q8N6N7	reviewed	ACBD7_HUMAN	Acyl-CoA-binding domain-containing protein 7	ACBD7	Homo sapiens (Human)	88
P63167	P63167	reviewed	DYL1_HUMAN	Dynein light chain 1, cytoplasmic (8 kDa dynein light chain) (DLC8) (Dynein light chain LC8-type 1) (Protein inhibitor of neuronal nitric oxide synthase) (PIN)	DYNLL1 DLC1 DNCL1 DNCLC1 HDLC1	Homo sapiens (Human)	89
Q14197	Q14197	reviewed	ICT1_HUMAN	Large ribosomal subunit protein mL62 (39S ribosomal protein L58, mitochondrial) (MRP-L58) (Digestion substraction 1) (DS-1) (Immature colon carcinoma transcript 1 protein) (Peptidyl-tRNA hydrolase ICT1, mitochondrial) (EC 3.1.1.29)	MRPL58 DS1 ICT1	Homo sapiens (Human)	206
Q13162	Q13162	reviewed	PRDX4_HUMAN	Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)	PRDX4	Homo sapiens (Human)	271
Q99614	Q99614	reviewed	TTC1_HUMAN	Tetratricopeptide repeat protein 1 (TPR repeat protein 1)	TTC1 TPR1	Homo sapiens (Human)	292
O60284	O60284	reviewed	ST18_HUMAN	Suppression of tumorigenicity 18 protein (Zinc finger protein 387)	ST18 KIAA0535 ZNF387	Homo sapiens (Human)	1047
Q96C90	Q96C90	reviewed	PP14B_HUMAN	Protein phosphatase 1 regulatory subunit 14B (Phospholipase C-beta-3 neighbouring gene protein)	PPP1R14B PLCB3N PNG	Homo sapiens (Human)	147
P38435	P38435	reviewed	VKGC_HUMAN	Vitamin K-dependent gamma-carboxylase (EC 4.1.1.90) (Gamma-glutamyl carboxylase) (Peptidyl-glutamate 4-carboxylase) (Vitamin K gamma glutamyl carboxylase)	GGCX GC	Homo sapiens (Human)	758
Q96D53	Q96D53	reviewed	COQ8B_HUMAN	Atypical kinase COQ8B, mitochondrial (EC 2.7.-.-) (AarF domain-containing protein kinase 4) (Coenzyme Q protein 8B)	COQ8B ADCK4	Homo sapiens (Human)	544
P25786	P25786	reviewed	PSA1_HUMAN	Proteasome subunit alpha type-1 (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	PSMA1 HC2 NU PROS30 PSC2	Homo sapiens (Human)	263
Q14689	Q14689	reviewed	DIP2A_HUMAN	Disco-interacting protein 2 homolog A (DIP2 homolog A) (EC 6.2.1.1)	DIP2A C21orf106 DIP2 KIAA0184	Homo sapiens (Human)	1571
O00186	O00186	reviewed	STXB3_HUMAN	Syntaxin-binding protein 3 (Platelet Sec1 protein) (PSP) (Protein unc-18 homolog 3) (Unc18-3) (Protein unc-18 homolog C) (Unc-18C)	STXBP3	Homo sapiens (Human)	592
Q9H3S7	Q9H3S7	reviewed	PTN23_HUMAN	Tyrosine-protein phosphatase non-receptor type 23 (EC 3.1.3.48) (His domain-containing protein tyrosine phosphatase) (HD-PTP) (Protein tyrosine phosphatase TD14) (PTP-TD14)	PTPN23 KIAA1471	Homo sapiens (Human)	1636
P20339	P20339	reviewed	RAB5A_HUMAN	Ras-related protein Rab-5A (EC 3.6.5.2)	RAB5A RAB5	Homo sapiens (Human)	215
Q15800	Q15800	reviewed	MSMO1_HUMAN	Methylsterol monooxygenase 1 (EC 1.14.18.9) (C-4 methylsterol oxidase) (Sterol-C4-methyl oxidase)	MSMO1 DESP4 ERG25 SC4MOL	Homo sapiens (Human)	293
P02511	P02511	reviewed	CRYAB_HUMAN	Alpha-crystallin B chain (Alpha(B)-crystallin) (Heat shock protein beta-5) (HspB5) (Renal carcinoma antigen NY-REN-27) (Rosenthal fiber component)	CRYAB CRYA2 HSPB5	Homo sapiens (Human)	175
Q9BTE1	Q9BTE1	reviewed	DCTN5_HUMAN	Dynactin subunit 5 (Dynactin subunit p25)	DCTN5	Homo sapiens (Human)	182
Q8N163	Q8N163	reviewed	CCAR2_HUMAN	Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC)	CCAR2 DBC1 KIAA1967	Homo sapiens (Human)	923
Q9GZP9	Q9GZP9	reviewed	DERL2_HUMAN	Derlin-2 (Degradation in endoplasmic reticulum protein 2) (DERtrin-2) (Der1-like protein 2) (F-LAN-1) (F-LANa)	DERL2 DER2 FLANA CGI-101 SBBI53	Homo sapiens (Human)	239
P62701	P62701	reviewed	RS4X_HUMAN	Small ribosomal subunit protein eS4, X isoform (40S ribosomal protein S4) (SCR10) (Single copy abundant mRNA protein)	RPS4X CCG2 RPS4 SCAR	Homo sapiens (Human)	263
P55072	P55072	reviewed	TERA_HUMAN	Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP)	VCP	Homo sapiens (Human)	806
Q9P2G1	Q9P2G1	reviewed	AKIB1_HUMAN	Ankyrin repeat and IBR domain-containing protein 1 (EC 2.3.2.31)	ANKIB1 KIAA1386	Homo sapiens (Human)	1089
P50990	P50990	reviewed	TCPQ_HUMAN	T-complex protein 1 subunit theta (TCP-1-theta) (CCT-theta) (Chaperonin containing T-complex polypeptide 1 subunit 8) (Renal carcinoma antigen NY-REN-15)	CCT8 C21orf112 CCTQ KIAA0002	Homo sapiens (Human)	548
P48553	P48553	reviewed	TPC10_HUMAN	Trafficking protein particle complex subunit 10 (Epilepsy holoprosencephaly candidate 1 protein) (EHOC-1) (Protein GT334) (Trafficking protein particle complex subunit TMEM1) (Transport protein particle subunit TMEM1) (TRAPP subunit TMEM1)	TRAPPC10 EHOC1 TMEM1	Homo sapiens (Human)	1259
Q96A08	Q96A08	reviewed	H2B1A_HUMAN	Histone H2B type 1-A (Histone H2B, testis) (TSH2B.1) (hTSH2B) (Testis-specific histone H2B)	H2BC1 HIST1H2BA TSH2B	Homo sapiens (Human)	127
P11279	P11279	reviewed	LAMP1_HUMAN	Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a)	LAMP1	Homo sapiens (Human)	417
P09104	P09104	reviewed	ENOG_HUMAN	Gamma-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 2) (Neural enolase) (Neuron-specific enolase) (NSE)	ENO2	Homo sapiens (Human)	434
Q9H6K4	Q9H6K4	reviewed	OPA3_HUMAN	Optic atrophy 3 protein	OPA3	Homo sapiens (Human)	179
